County/City,Ward,Pct,"Timothy Michael Kaine","George Felix Allen","All Others","Total Votes Cast"
"Pulaski County",-,"202 - South Pulaski",100,130,0,230
"Pulaski County",-,"203 - Newbern",700,926,1,"1,627"
"Pulaski County",-,"301 - Dublin",528,926,1,"1,455"
"Pulaski County",-,"302 - Hiwassee",103,236,0,339
"Pulaski County",-,"304 - Snowville",277,591,0,868
"Pulaski County",-,"401 - Massie",726,"1,240",2,"1,968"
"Pulaski County",-,"402 - Walker",171,489,1,661
"Pulaski County",-,"501 - Robinson",939,"1,244",4,"2,187"
"Pulaski County",-,"Ab - Central Absentee Precinct",319,519,4,842
"Pulaski County",-,Provisional,4,4,0,8
"Radford City",-,"1 - East Precinct","1,100",808,7,"1,915"
"Radford City",-,"2 - Central Precinct",773,643,4,"1,420"
"Radford City",-,"3 - West Precinct",735,806,2,"1,543"
"Radford City",-,"Ab - Central Absentee Precinct",231,196,0,427
"Rappahannock County",-,"101 - Washington",445,471,0,916
"Rappahannock County",-,"201 - Amissville",330,551,1,882
"Rappahannock County",-,"301 - Sperryville",453,387,2,842
"Rappahannock County",-,"401 - Scrabble",438,389,2,829
"Rappahannock County",-,"501 - Chester Gap",130,221,0,351
"Rappahannock County",-,"502 - Flint Hill",240,253,3,496
"Richmond County",-,"101 - Precinct 1-1",492,276,1,769
"Richmond County",-,"201 - Precinct 2-1",250,451,3,704
"Richmond County",-,"301 - Precinct 3-1",230,350,0,580
"Richmond County",-,"401 - Precinct 4-1",242,439,3,684
"Richmond County",-,"501 - Precinct 5-1",219,425,0,644
"Richmond County",-,"Ab - Central Absentee Precinct",117,181,1,299
"Richmond City",-,"101 - One Hundred One (CD 7)","1,017",928,4,"1,949"
"Richmond City",-,"102 - One Hundred Two (CD 7)",473,499,3,975
"Richmond City",-,"104 - One Hundred Four (CD 7)",641,858,2,"1,501"
"Richmond City",-,"105 - One Hundred Five (CD 7)",725,605,1,"1,331"
"Richmond City",-,"106 - One Hundred Six (CD 7)",510,"1,021",2,"1,533"
"Richmond City",-,"111 - One Hundred Eleven (CD 7)",744,565,2,"1,311"
"Richmond City",-,"112 - One Hundred Twelve (CD 7)",570,429,2,"1,001"
"Richmond City",-,"113 - One Hundred Thirteen (CD 3)","1,140",351,5,"1,496"
"Richmond City",-,"114 - One Hundred Fourteen (CD 3)","1,355",511,5,"1,871"
"Richmond City",-,"203 - Two Hundred Three (CD 3)","1,083",275,1,"1,359"
"Richmond City",-,"204 - Two Hundred Four (CD 3)","1,185",472,5,"1,662"
"Richmond City",-,"206 - Two Hundred Six (CD 3)","1,723",308,11,"2,042"
"Richmond City",-,"207 - Two Hundred Seven (CD 3)","1,199",542,6,"1,747"
"Richmond City",-,"208 - Two Hundred Eight (CD 3)","1,260",473,7,"1,740"
"Richmond City",-,"213 - Two Hundred Thirteen (CD 3)","1,824",179,4,"2,007"
"Richmond City",-,"301 - Three Hundred One (CD 3)",934,52,0,986
"Richmond City",-,"302 - Three Hundred Two (CD 3)",941,83,1,"1,025"
"Richmond City",-,"303 - Three Hundred Three (CD 3)",734,48,0,782
"Richmond City",-,"304 - Three Hundred Four (CD 3)","1,134",34,2,"1,170"
"Richmond City",-,"305 - Three Hundred Five (CD 3)","1,082",56,1,"1,139"
"Richmond City",-,"306 - Three Hundred Six (CD 3)",931,56,0,987
"Richmond City",-,"307 - Three Hundred Seven (CD 3)",923,230,2,"1,155"
"Richmond City",-,"308 - Three Hundred Eight (CD 3)","1,033",296,5,"1,334"
"Richmond City",-,"309 - Three Hundred Nine (CD 7)",561,360,1,922
"Richmond City",-,"310 - Three Hundred Ten (CD 3)",699,31,0,730
"Richmond City",-,"402 - Four Hundred Two (CD 3)","1,407",705,6,"2,118"
"Richmond City",-,"404 - Four Hundred Four (CD 3)","1,416",435,2,"1,853"
"Richmond City",-,"409 - Four Hundred Nine (CD 7)","1,329","1,043",3,"2,375"
"Richmond City",-,"410 - Four Hundred Ten (CD 7)","1,031",463,1,"1,495"
"Richmond City",-,"412 - Four Hundred Twelve (CD 3)",334,134,2,470
"Richmond City",-,"412 - Four Hundred Twelve (CD 7)",633,199,0,832
"Richmond City",-,"413 - Four Hundred Thirteen (CD 7)",827,561,2,"1,390"
"Richmond City",-,"414 - Four Hundred Fourteen (CD 7)",933,694,2,"1,629"
"Richmond City",-,"501 - Five Hundred One (CD 3)","1,408",292,9,"1,709"
"Richmond City",-,"503 - Five Hundred Three (CD 3)","1,258",170,1,"1,429"
"Richmond City",-,"504 - Five Hundred Four (CD 3)","1,708",279,5,"1,992"
"Richmond City",-,"505 - Five Hundred Five (CD 3)","1,082",177,5,"1,264"
"Richmond City",-,"508 - Five Hundred Eight (CD 3)",696,162,2,860
"Richmond City",-,"509 - Five Hundred Nine (CD 3)","1,281",87,2,"1,370"
"Richmond City",-,"510 - Five Hundred Ten (CD 3)","1,460",114,6,"1,580"
"Richmond City",-,"602 - Six Hundred Two (CD 3)","1,212",39,1,"1,252"
"Richmond City",-,"603 - Six Hundred Three (CD 3)",966,36,0,"1,002"
"Richmond City",-,"604 - Six Hundred Four (CD 3)",888,30,3,921
"Richmond City",-,"606 - Six Hundred Six (CD 3)","1,400",47,1,"1,448"
"Richmond City",-,"607 - Six Hundred Seven (CD 3)",686,217,3,906
"Richmond City",-,"609 - Six Hundred Nine (CD 3)",816,107,3,926
"Richmond City",-,"610 - Six Hundred Ten (CD 3)","1,143",43,2,"1,188"
"Richmond City",-,"701 - Seven Hundred One (CD 3)","1,344",52,1,"1,397"
"Richmond City",-,"702 - Seven Hundred Two (CD 3)","1,055",63,2,"1,120"
"Richmond City",-,"703 - Seven Hundred Three (CD 3)",932,50,4,986
"Richmond City",-,"705 - Seven Hundred Five (CD 3)",786,117,2,905
"Richmond City",-,"706 - Seven Hundred Six (CD 3)","1,671",151,2,"1,824"
"Richmond City",-,"707 - Seven Hundred Seven (CD 3)","1,667",326,7,"2,000"
"Richmond City",-,"708 - Seven Hundred Eight (CD 3)","1,125",343,1,"1,469"
"Richmond City",-,"802 - Eight Hundred Two (CD 3)","1,048",37,0,"1,085"
"Richmond City",-,"806 - Eight Hundred Six (CD 3)","1,500",127,3,"1,630"
"Richmond City",-,"810 - Eight Hundred Ten (CD 3)","1,123",111,3,"1,237"
"Richmond City",-,"811 - Eight Hundred Eleven (CD 3)","1,339",90,3,"1,432"
"Richmond City",-,"812 - Eight Hundred Twelve (CD 3)","1,571",233,1,"1,805"
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 3)",990,56,1,"1,047"
"Richmond City",-,"902 - Nine Hundred Two (CD 3)",585,50,2,637
"Richmond City",-,"903 - Nine Hundred Three (CD 3)","1,413",151,3,"1,567"
"Richmond City",-,"908 - Nine Hundred Eight (CD 3)",940,74,2,"1,016"
"Richmond City",-,"908 - Nine Hundred Eight (CD 7)",452,66,1,519
"Richmond City",-,"909 - Nine Hundred Nine (CD 3)","1,457",137,2,"1,596"
"Richmond City",-,"910 - Nine Hundred Ten (CD 3)","1,255",134,2,"1,391"
"Richmond City",-,"911 - Nine Hundred Eleven (CD 3)","1,168",73,1,"1,242"
"Richmond City",-,"Ab - Central Absentee Precinct (CD 3)","4,450",830,10,"5,290"
"Richmond City",-,"Ab - Central Absentee Precinct (CD 7)",460,495,1,956
"Richmond City",-,"Provisional (CD 3)",109,14,123,246
"Richmond City",-,"Provisional (CD 7)",8,5,13,26
"Roanoke County",-,"101 - Catawba (CD 9)",150,365,2,517
"Roanoke County",-,"102 - Mason Valley (CD 9)",184,387,1,572
"Roanoke County",-,"103 - Glenvar (CD 9)",471,846,2,"1,319"
"Roanoke County",-,"104 - Northside (CD 9)",476,583,2,"1,061"
"Roanoke County",-,"105 - Peters Creek (CD 9)",841,"1,272",3,"2,116"
"Roanoke County",-,"106 - Green Hill (CD 9)",798,"1,287",2,"2,087"
"Roanoke County",-,"107 - Bennett Springs (CD 9)",238,483,0,721
"Roanoke County",-,"108 - Wildwood (CD 9)",416,672,2,"1,090"
"Roanoke County",-,"201 - Plantation (CD 6)",595,860,3,"1,458"
"Roanoke County",-,"202 - Burlington (CD 6)",489,469,1,959
"Roanoke County",-,"203 - Mountain View (CD 6)",792,"1,344",3,"2,139"
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",680,974,1,"1,655"
"Roanoke County",-,"205 - Orchards (CD 6)",856,"1,642",5,"2,503"
"Roanoke County",-,"206 - Hollins (CD 6)",435,449,2,886
"Roanoke County",-,"301 - Bent Mountain (CD 9)",220,307,0,527
"Roanoke County",-,"302 - Poages Mill (CD 6)",764,"1,436",3,"2,203"
"Roanoke County",-,"303 - Windsor Hills (CD 6)",540,766,3,"1,309"
"Roanoke County",-,"304 - Oak Grove (CD 6)",820,"1,335",1,"2,156"
"Roanoke County",-,"305 - Castle Rock (CD 6)","1,042","1,449",1,"2,492"
"Roanoke County",-,"306 - Garst Mill (CD 6)",566,582,2,"1,150"
"Roanoke County",-,"402 - Bonsack (CD 6)",142,318,0,460
"Roanoke County",-,"403 - North Vinton (CD 6)",587,834,1,"1,422"
"Roanoke County",-,"404 - South Vinton (CD 6)",778,994,5,"1,777"
"Roanoke County",-,"405 - Lindenwood (CD 6)",953,"1,757",4,"2,714"
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",659,"1,210",2,"1,871"
"Roanoke County",-,"501 - Cotton Hill (CD 6)",444,745,1,"1,190"
"Roanoke County",-,"502 - Penn Forest (CD 6)",438,601,0,"1,039"
"Roanoke County",-,"503 - Cave Spring (CD 6)",545,820,1,"1,366"
"Roanoke County",-,"504 - Ogden (CD 6)",646,637,3,"1,286"
"Roanoke County",-,"505 - Clearbrook (CD 6)",421,609,1,"1,031"
"Roanoke County",-,"506 - Mount Vernon (CD 6)",497,617,1,"1,115"
"Roanoke County",-,"507 - Hunting Hills (CD 6)",781,"1,205",2,"1,988"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 6)","1,406","2,140",13,"3,559"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 9)",335,519,0,854
"Roanoke County",-,"Provisional (CD 6)",3,13,0,16
"Roanoke County",-,"Provisional (CD 9)",0,3,0,3
"Roanoke City",-,"1 - Highland 1",594,190,2,786
"Roanoke City",-,"2 - Highland 2",776,291,2,"1,069"
"Roanoke City",-,"5 - Jefferson 1",675,494,1,"1,170"
"Roanoke City",-,"7 - Jefferson-riverdale",560,469,1,"1,030"
"Roanoke City",-,"8 - Jefferson 2",501,323,0,824
"Roanoke City",-,"9 - Tinker",930,875,2,"1,807"
"Roanoke City",-,"10 - Williamson Road 1",504,439,3,946
"Roanoke City",-,"11 - Williamson Road 2",304,404,1,709
"Roanoke City",-,"12 - Williamson Road 3",574,178,1,753
"Roanoke City",-,"13 - Williamson Road 4",541,272,1,814
"Roanoke City",-,"14 - Williamson Road 5",484,374,2,860
"Roanoke City",-,"15 - Williamson Road 6",421,446,0,867
"Roanoke City",-,"16 - Lincoln Terrace",637,68,2,707
"Roanoke City",-,"17 - Monterey",709,776,5,"1,490"
"Roanoke City",-,"18 - Peters Creek","1,643",511,6,"2,160"
"Roanoke City",-,"19 - Melrose",848,35,0,883
"Roanoke City",-,"20 - Eureka Park",978,49,1,"1,028"
"Roanoke City",-,"21 - Villa Heights","1,427",79,1,"1,507"
"Roanoke City",-,"22 - Washington Heights","1,749",517,1,"2,267"
"Roanoke City",-,"23 - Westside",759,142,2,903
"Roanoke City",-,"24 - Raleigh Court 1",748,390,0,"1,138"
"Roanoke City",-,"26 - Raleigh Court 2",606,375,2,983
"Roanoke City",-,"27 - Raleigh Court 3",659,328,4,991
"Roanoke City",-,"28 - Raleigh Court 4",394,392,1,787
"Roanoke City",-,"29 - Raleigh Court 5",427,356,1,784
"Roanoke City",-,"30 - Wasena",500,342,3,845
"Roanoke City",-,"31 - Fishburn Park",449,481,1,931
"Roanoke City",-,"32 - Grandin Court",537,429,2,968
"Roanoke City",-,"33 - South Roanoke 1",553,597,2,"1,152"
"Roanoke City",-,"34 - South Roanoke 2",685,861,1,"1,547"
"Roanoke City",-,"35 - Lee-hi",943,"1,102",3,"2,048"
"Roanoke City",-,"37 - Garden City",622,869,2,"1,493"
"Roanoke City",-,"Ab - Central Absentee Precinct","2,098","1,131",3,"3,232"
"Roanoke City",-,Provisional,36,16,2,54
"Rockbridge County",-,"101 - Airport",359,462,1,822
"Rockbridge County",-,"102 - Ben Salem",257,345,1,603
"Rockbridge County",-,"103 - Plank Road",128,192,0,320
"Rockbridge County",-,"104 - Effinger",123,232,1,356
"Rockbridge County",-,"201 - Collierstown",255,334,0,589
"Rockbridge County",-,"202 - Highland Belle",456,635,1,"1,092"
"Rockbridge County",-,"203 - Vo-tech",170,178,0,348
"Rockbridge County",-,"301 - Maury River",260,306,1,567
"Rockbridge County",-,"302 - Natural Bridge",251,350,1,602
"Rockbridge County",-,"303 - Falling Spring",99,173,0,272
"Rockbridge County",-,"401 - Fairfield",225,388,1,614
"Rockbridge County",-,"402 - Mountain View",311,589,1,901
"Rockbridge County",-,"403 - Vesuvius",83,226,1,310
"Rockbridge County",-,"501 - Goshen",105,219,0,324
"Rockbridge County",-,"502 - Meadowview",270,296,0,566
"Rockbridge County",-,"503 - Rockbridge Baths",174,216,2,392
"Rockbridge County",-,"504 - Rockbridge",260,447,0,707
"Rockbridge County",-,"Ab - Central Absentee Precinct",409,475,0,884
"Rockingham County",-,"101 - Broadway",516,"1,089",0,"1,605"
"Rockingham County",-,"102 - Timberville",262,592,0,854
"Rockingham County",-,"103 - Fulks Run",173,672,0,845
"Rockingham County",-,"104 - Bergton",70,261,0,331
"Rockingham County",-,"105 - Lacey Spring",158,559,0,717
"Rockingham County",-,"106 - Tenth Legion",162,508,2,672
"Rockingham County",-,"107 - Plains",184,554,3,741
"Rockingham County",-,"108 - Little North Mountain",142,389,1,532
"Rockingham County",-,"201 - Singers Glen",242,779,0,"1,021"
"Rockingham County",-,"202 - Edom",495,"1,041",2,"1,538"
"Rockingham County",-,"203 - Dayton",223,500,1,724
"Rockingham County",-,"204 - Mt Clinton",275,912,4,"1,191"
"Rockingham County",-,"205 - Silver Lake",420,"1,035",4,"1,459"
"Rockingham County",-,"301 - Keezletown",217,569,2,788
"Rockingham County",-,"302 - Port Republic",349,853,0,"1,202"
"Rockingham County",-,"303 - Melrose",180,481,1,662
"Rockingham County",-,"304 - Grottoes",325,788,1,"1,114"
"Rockingham County",-,"305 - Massanetta Springs","1,151","1,912",2,"3,065"
"Rockingham County",-,"306 - Cross Keys",116,311,2,429
"Rockingham County",-,"401 - Bridgewater",796,"1,478",3,"2,277"
"Rockingham County",-,"402 - Montezuma",293,913,0,"1,206"
"Rockingham County",-,"403 - Mt Crawford",69,116,0,185
"Rockingham County",-,"404 - North River",241,813,3,"1,057"
"Rockingham County",-,"405 - Ottobine",275,"1,058",1,"1,334"
"Rockingham County",-,"501 - Elkton",383,823,1,"1,207"
"Rockingham County",-,"502 - Swift Run",404,"1,258",0,"1,662"
"Rockingham County",-,"503 - Mcgaheysville",421,"1,062",4,"1,487"
"Rockingham County",-,"504 - South Fork",106,563,5,674
"Rockingham County",-,"505 - Stony Run",589,873,1,"1,463"
"Rockingham County",-,"Ab - Central Absentee Precinct",770,"1,565",4,"2,339"
"Rockingham County",-,Provisional,8,13,0,21
"Russell County",-,"101 - Moccasin",225,532,0,757
"Russell County",-,"102 - Copper Creek",233,399,0,632
"Russell County",-,"103 - South Castlewood",186,309,0,495
"Russell County",-,"201 - North Castlewood",440,905,1,"1,346"
"Russell County",-,"202 - Dante",115,171,0,286
"Russell County",-,"301 - Cooks Mill",91,139,0,230
"Russell County",-,"302 - Daugherty",125,226,0,351
"Russell County",-,"303 - New Garden",285,458,1,744
"Russell County",-,"304 - Cleveland",219,274,0,493
"Russell County",-,"401 - Drill",56,50,1,107
"Russell County",-,"402 - Swords Creek",340,877,0,"1,217"
"Russell County",-,"403 - Honaker",219,297,0,516
"Russell County",-,"501 - West Lebanon",663,"1,020",1,"1,684"
"Russell County",-,"601 - East Lebanon",287,635,0,922
"Russell County",-,"602 - Elk Garden",338,813,1,"1,152"
"Russell County",-,"Ab - Central Absentee Precinct",421,609,2,"1,032"
"Salem City",-,"1 - North Salem No 2",615,795,0,"1,410"
"Salem City",-,"2 - Conehurst",396,358,1,755
"Salem City",-,"3 - Beverly Heights",277,487,1,765
"Salem City",-,"4 - West Salem",399,673,5,"1,077"
"Salem City",-,"5 - North Salem No 1",635,754,3,"1,392"
"Salem City",-,"6 - South Salem No 1",381,431,0,812
"Salem City",-,"7 - South Salem No 2",519,634,1,"1,154"
"Salem City",-,"8 - East Salem",238,276,1,515
"Salem City",-,"9 - South Side Hills",570,949,3,"1,522"
"Salem City",-,"10 - Hidden Valley",650,"1,026",0,"1,676"
"Salem City",-,"Ab - Central Absentee Precinct",452,640,3,"1,095"
"Salem City",-,Provisional,6,9,0,15
"Scott County",-,"101 - Weber City",206,487,2,695
"Scott County",-,"102 - Yuma",247,583,1,831
"Scott County",-,"202 - Weber City East",138,411,0,549
"Scott County",-,"203 - Hiltons",196,642,4,842
"Scott County",-,"204 - Clark's",41,160,0,201
"Scott County",-,"301 - Nickelsville",141,448,0,589
"Scott County",-,"302 - Snowflake",121,326,1,448
"Scott County",-,"303 - Twin Springs",134,312,0,446
"Scott County",-,"304 - Copper Creek",44,97,1,142
"Scott County",-,"401 - Gate City",444,"1,187",1,"1,632"
"Scott County",-,"501 - Dungannon",128,208,0,336
"Scott County",-,"502 - Fort Blackmore",122,242,0,364
"Scott County",-,"503 - Manville",68,164,0,232
"Scott County",-,"504 - Rye Cove",131,357,0,488
"Scott County",-,"601 - Clinchport",100,240,0,340
"Scott County",-,"602 - Duffield-pattonsville",237,544,0,781
"Scott County",-,"603 - Fairview",65,128,0,193
"Scott County",-,"Ab - Central Absentee Precinct",213,582,0,795
"Scott County",-,Provisional,0,4,0,4
"Shenandoah County",-,"101 - Orkney Springs",293,535,3,831
"Shenandoah County",-,"103 - New Market",661,"1,480",7,"2,148"
"Shenandoah County",-,"201 - Conicville",348,"1,083",5,"1,436"
"Shenandoah County",-,"202 - Mt Jackson",414,850,2,"1,266"
"Shenandoah County",-,"302 - Edinburg",458,872,3,"1,333"
"Shenandoah County",-,"303 - St Luke",338,901,4,"1,243"
"Shenandoah County",-,"304 - Fort Valley",209,480,1,690
"Shenandoah County",-,"401 - Woodstock","1,117","1,661",3,"2,781"
"Shenandoah County",-,"501 - Cedar Creek",52,74,0,126
"Shenandoah County",-,"503 - Toms Brook",653,"1,226",2,"1,881"
"Shenandoah County",-,"504 - Lebanon Church",391,841,4,"1,236"
"Shenandoah County",-,"601 - Strasburg","1,135","1,556",5,"2,696"
"Shenandoah County",-,"Ab - Central Absentee Precinct",557,839,3,"1,399"
"Shenandoah County",-,Provisional,4,13,0,17
"Smyth County",-,"101 - Saltville",601,964,1,"1,566"
"Smyth County",-,"201 - Seven Mile Ford",357,752,0,"1,109"
"Smyth County",-,"202 - Rich Valley",225,257,0,482
"Smyth County",-,"301 - Chilhowie",435,943,0,"1,378"
"Smyth County",-,"302 - St Clair",104,296,0,400
"Smyth County",-,"401 - East Park",430,655,1,"1,086"
"Smyth County",-,"402 - West Park",246,303,2,551
"Smyth County",-,"501 - Atkins",332,717,1,"1,050"
"Smyth County",-,"502 - Wassona",340,446,0,786
"Smyth County",-,"601 - Royal Oak East",403,629,0,"1,032"
"Smyth County",-,"602 - Royal Oak West",184,361,1,546
"Smyth County",-,"701 - Adwolfe",308,790,0,"1,098"
"Smyth County",-,"702 - Sugar Grove",271,376,0,647
"Smyth County",-,"703 - Konnarock",26,65,1,92
"Smyth County",-,"Ab - Central Absentee Precinct",300,467,1,768
"Smyth County",-,Provisional,0,1,0,1
"Southampton County",-,"101 - Berlin",136,449,0,585
"Southampton County",-,"102 - Ivor",408,447,1,856
"Southampton County",-,"201 - Boykins",594,311,1,906
"Southampton County",-,"202 - Branchville",149,133,1,283
"Southampton County",-,"301 - Capron",380,306,1,687
"Southampton County",-,"302 - Sebrell",328,334,0,662
"Southampton County",-,"401 - Drewryville",324,195,1,520
"Southampton County",-,"501 - Hunterdale",352,620,1,973
"Southampton County",-,"502 - Forks-of-the-river",225,232,1,458
"Southampton County",-,"601 - Courtland",460,484,1,945
"Southampton County",-,"602 - Sedley",104,290,0,394
"Southampton County",-,"701 - Blackwater River",377,152,2,531
"Southampton County",-,"702 - Newsoms",323,387,0,710
"Southampton County",-,"Ab - Central Absentee Precinct",280,287,0,567
"Spotsylvania County",-,"101 - Partlow (CD 7)",559,895,5,"1,459"
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)",634,946,9,"1,589"
"Spotsylvania County",-,"103 - Travelers Rest (CD 7)",945,"1,101",2,"2,048"
"Spotsylvania County",-,"104 - Massaponax (CD 1)",1,4,0,5
"Spotsylvania County",-,"104 - Massaponax (CD 7)",905,"1,096",3,"2,004"
"Spotsylvania County",-,"201 - Wilderness School (CD 7)",843,"1,129",4,"1,976"
"Spotsylvania County",-,"202 - Wilderness Fire (CD 7)",725,"1,016",5,"1,746"
"Spotsylvania County",-,"203 - Ni River / Elys Ford (CD 7)",463,"1,056",5,"1,524"
"Spotsylvania County",-,"204 - Chancellor (CD 7)","1,195","1,253",4,"2,452"
"Spotsylvania County",-,"301 - Plank Road (CD 1)","1,050","1,244",2,"2,296"
"Spotsylvania County",-,"302 - Hazel Run (CD 1)","1,204","1,251",7,"2,462"
"Spotsylvania County",-,"303 - Riverbend (CD 1)",908,"1,467",3,"2,378"
"Spotsylvania County",-,"303 - Riverbend (CD 7)",4,9,0,13
"Spotsylvania County",-,"401 - Summit (CD 1)","1,020","1,026",2,"2,048"
"Spotsylvania County",-,"401 - Summit (CD 7)",22,31,2,55
"Spotsylvania County",-,"402 - Parkside (CD 1)",468,625,1,"1,094"
"Spotsylvania County",-,"402 - Parkside (CD 7)",572,396,12,980
"Spotsylvania County",-,"403 - Lee Hill (CD 1)",264,204,2,470
"Spotsylvania County",-,"403 - Lee Hill (CD 7)","1,050","1,170",4,"2,224"
"Spotsylvania County",-,"501 - Belmont (CD 7)",513,799,1,"1,313"
"Spotsylvania County",-,"502 - Brokenburg (CD 7)",460,707,3,"1,170"
"Spotsylvania County",-,"503 - Post Oak (CD 7)",467,869,0,"1,336"
"Spotsylvania County",-,"504 - Courthouse (CD 7)",813,"1,114",3,"1,930"
"Spotsylvania County",-,"505 - Brock (CD 7)",655,"1,192",2,"1,849"
"Spotsylvania County",-,"601 - Salem (CD 7)","1,147","1,196",6,"2,349"
"Spotsylvania County",-,"602 - Smith Station (CD 7)","1,572","1,512",6,"3,090"
"Spotsylvania County",-,"603 - Piedmont (CD 7)",792,771,3,"1,566"
"Spotsylvania County",-,"701 - Battlefield (CD 1)",895,880,3,"1,778"
"Spotsylvania County",-,"702 - Brents Mill (CD 1)",417,607,1,"1,025"
"Spotsylvania County",-,"702 - Brents Mill (CD 7)",603,557,3,"1,163"
"Spotsylvania County",-,"703 - Fairview (CD 7)",658,610,1,"1,269"
"Spotsylvania County",-,"704 - Gayle (CD 7)","1,072","1,271",2,"2,345"
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 1)",768,825,3,"1,596"
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 7)","2,169","2,436",4,"4,609"
"Stafford County",-,"101 - Hartwood","1,031","1,876",7,"2,914"
"Stafford County",-,"102 - Rocky Run",563,662,4,"1,229"
"Stafford County",-,"103 - Simpson",648,943,5,"1,596"
"Stafford County",-,"104 - College",938,"1,222",4,"2,164"
"Stafford County",-,"201 - Rock Hill",837,"1,053",6,"1,896"
"Stafford County",-,"202 - Roseville","1,180","1,291",9,"2,480"
"Stafford County",-,"203 - Ruby",547,"1,111",3,"1,661"
"Stafford County",-,"204 - Stefaniga",876,"1,400",4,"2,280"
"Stafford County",-,"301 - Griffis",985,492,4,"1,481"
"Stafford County",-,"302 - Widewater","1,338","1,000",6,"2,344"
"Stafford County",-,"303 - Harbour",526,863,8,"1,397"
"Stafford County",-,"304 - Barrett",576,462,5,"1,043"
"Stafford County",-,"401 - Aquia",349,270,1,620
"Stafford County",-,"402 - Courthouse","1,552","1,051",9,"2,612"
"Stafford County",-,"403 - Brooke","1,003","1,457",5,"2,465"
"Stafford County",-,"404 - Government Island",744,"1,049",2,"1,795"
"Stafford County",-,"501 - Grafton","1,005","1,551",4,"2,560"
"Stafford County",-,"502 - Falmouth",815,"1,006",4,"1,825"
"Stafford County",-,"503 - Drew",782,905,5,"1,692"
"Stafford County",-,"504 - Gayle","1,050",733,3,"1,786"
"Stafford County",-,"601 - Ferry Farm",787,"1,149",10,"1,946"
"Stafford County",-,"602 - Chatham","1,066","1,223",5,"2,294"
"Stafford County",-,"603 - White Oak",792,"1,449",8,"2,249"
"Stafford County",-,"604 - England Run",671,389,5,"1,065"
"Stafford County",-,"701 - Woodlands","1,182","1,335",6,"2,523"
"Stafford County",-,"702 - Whitson","1,204",978,7,"2,189"
"Stafford County",-,"703 - Hampton","1,204","1,491",11,"2,706"
"Stafford County",-,"Ab - Central Absentee Precinct","3,516","3,538",14,"7,068"
"Stafford County",-,Provisional,53,48,103,204
"Staunton City",-,"101 - Ward No 1","1,020",960,3,"1,983"
"Staunton City",-,"201 - Ward Two","1,100","1,251",3,"2,354"
"Staunton City",-,"301 - Ward No 3",966,"1,037",4,"2,007"
"Staunton City",-,"401 - Ward No 4",781,880,1,"1,662"
"Staunton City",-,"501 - Ward No 5","1,239",688,2,"1,929"
"Staunton City",-,"Ab - Central Absentee Precinct",519,423,0,942
"Suffolk City",-,"101 - Belleharbour",729,314,1,"1,044"
"Suffolk City",-,"102 - Driver","1,084","1,773",3,"2,860"
"Suffolk City",-,"104 - Bennetts Creek",813,859,1,"1,673"
"Suffolk City",-,"201 - Ebenezer",446,925,0,"1,371"
"Suffolk City",-,"202 - Chuckatuck",579,797,2,"1,378"
"Suffolk City",-,"203 - Kings Fork","1,086",666,3,"1,755"
"Suffolk City",-,"204 - Hillpoint",856,554,2,"1,412"
"Suffolk City",-,"301 - White Marsh",386,162,0,548
"Suffolk City",-,"302 - John F Kennedy","1,698",283,1,"1,982"
"Suffolk City",-,"304 - Nansemond River","1,043",646,3,"1,692"
"Suffolk City",-,"305 - Shoulders Hill",352,277,0,629
"Suffolk City",-,"401 - Airport",481,576,1,"1,058"
"Suffolk City",-,"402 - Whaleyville",363,764,0,"1,127"
"Suffolk City",-,"403 - Southside",819,72,1,892
"Suffolk City",-,"404 - Booker T Washington","1,251",107,2,"1,360"
"Suffolk City",-,"405 - Pittmantown",224,216,1,441
"Suffolk City",-,"501 - Kilbys Mill",892,"1,256",5,"2,153"
"Suffolk City",-,"502 - Holland",762,"1,091",1,"1,854"
"Suffolk City",-,"504 - Lake Cohoon",618,"1,193",1,"1,812"
"Suffolk City",-,"601 - Lakeside",858,572,0,"1,430"
"Suffolk City",-,"602 - Olde Towne",381,177,0,558
"Suffolk City",-,"603 - Elephants Fork/westhaven",234,303,0,537
"Suffolk City",-,"604 - Wilroy",480,576,0,"1,056"
"Suffolk City",-,"605 - Hollywood",854,30,2,886
"Suffolk City",-,"702 - Harbourview",555,674,1,"1,230"
"Suffolk City",-,"704 - Burbage Grant","1,182",605,1,"1,788"
"Suffolk City",-,"706 - Huntersville","1,323",251,0,"1,574"
"Suffolk City",-,"Ab - Central Absentee Precinct","3,875","1,806",5,"5,686"
"Suffolk City",-,Provisional,23,19,0,42
"Surry County",-,"101 - Surry",389,495,6,890
"Surry County",-,"201 - Bacons Castle",567,268,2,837
"Surry County",-,"301 - Dendron",261,189,0,450
"Surry County",-,"302 - Walls Bridge",270,137,0,407
"Surry County",-,"401 - Carsley",500,298,1,799
